datetime,src,dst,channel,rssi,pdr
2018-01-12 07:38:58.223,00-17-0d-00-00-38-05-f1,,24,-88,86.27
2018-01-12 07:38:58.223,00-17-0d-00-00-38-05-f1,,25,-85,96.08
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,11,-92,79.41
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,12,-92,85.56
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,13,-93,82.35
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,14,-93,95.92
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,15,-93,96.12
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,16,-93,96.08
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,17,-93,86.14
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,18,-93,87.23
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,19,-93,95.79
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,20,-93,97.92
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,21,-93,98.02
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,22,-91,85.0
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,23,-93,93.94
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,24,-93,97.89
2018-01-12 07:40:52.447,00-17-0d-00-00-38-03-ca,,25,-92,97.96
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,11,-93,88.44
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,12,-92,85.57
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,13,-90,76.92
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,14,-93,99.05
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,15,-93,96.77
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,16,-92,93.2
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,17,-93,89.47
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,18,-93,94.74
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,19,-93,98.08
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,20,-93,92.16
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,21,-93,92.39
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,22,-93,73.15
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,23,-93,76.0
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,24,-93,24.14
2018-01-12 07:40:57.586,00-17-0d-00-00-38-00-63,,25,-93,98.1
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,11,-93,89.72
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,12,-93,87.39
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,13,-93,78.0
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,14,-93,69.07
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,15,-93,98.1
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,16,-93,94.59
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,17,-93,75.0
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,18,-93,69.61
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,19,-93,96.94
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,20,-93,96.55
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,21,-93,98.02
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,22,-93,93.27
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,23,-93,82.52
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,24,-93,81.0
2018-01-12 07:41:00.436,00-17-0d-00-00-38-03-87,,25,-93,83.18
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,11,-93,93.55
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,12,-93,80.39
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,13,-93,93.94
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,14,-92,94.9
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,15,-92,95.83
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,16,-93,99.0
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,17,-92,84.04
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,18,-92,78.89
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,19,-93,100.0
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,20,-93,99.07
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,21,-92,97.92
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,22,-85,82.47
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,23,-93,77.08
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,24,-93,94.17
2018-01-12 07:41:00.566,00-17-0d-00-00-38-06-f0,,25,-93,94.55
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,11,-93,10.09
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,12,-93,88.17
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,13,-93,79.09
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,14,-93,97.71
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,15,-93,99.17
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,16,-93,97.06
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,17,-93,85.34
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,18,-93,58.18
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,19,-93,17.92
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,20,-93,98.15
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,21,-93,99.12
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,22,-95,91.5
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,23,-93,90.32
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,24,-94,92.38
2018-01-12 07:41:22.657,00-17-0d-00-00-38-03-d9,,25,-93,98.2
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,11,-93,12.12
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,12,-93,5.08
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,13,-91,72.79
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,14,-92,94.12
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,15,-93,98.96
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,16,-93,87.88
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,17,-92,81.08
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,18,-93,64.96
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,19,-93,88.62
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,20,-93,98.08
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,21,-93,96.95
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,22,-86,84.71
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,23,-93,85.38
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,24,-93,90.2
2018-01-12 07:42:32.170,00-17-0d-00-00-38-05-e9,,25,-93,95.79
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,11,-92,88.68
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,12,-90,85.96
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,13,-89,76.24
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,14,-88,2.68
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,15,-88,94.69
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,16,-89,89.66
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,17,-84,29.73
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,18,-88,67.54
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,19,-92,93.22
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,20,-86,90.52
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,21,-91,100.0
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,22,-90,95.54
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,23,-85,96.19
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,24,-89,97.09
2018-01-12 07:46:06.282,00-17-0d-00-00-38-05-da,,25,-87,97.92
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,11,-85,0.0
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,12,-90,82.69
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,13,-90,40.0
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,14,-93,89.25
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,15,-84,98.85
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,16,-89,98.53
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,17,-91,93.08
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,18,-93,82.81
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,19,-90,1.68
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,20,-92,98.89
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,21,-91,98.95
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,22,-87,99.02
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,23,-87,92.45
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,24,-91,98.54
2018-01-12 07:46:14.267,00-17-0d-00-00-38-03-69,,25,-93,100.0
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,11,-92,90.1
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,12,-89,87.2
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,13,-82,83.05
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,14,-89,56.39
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,15,-92,54.31
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,16,-87,90.6
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,17,-88,84.35
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,18,-92,93.75
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,19,-82,97.25
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,20,-93,99.09
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,21,-89,96.84
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,22,-90,89.8
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,23,-89,90.82
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,24,-86,95.59
2018-01-12 07:46:14.586,00-17-0d-00-00-38-06-d5,,25,-85,1.03
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,11,-93,85.59
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,12,-93,84.67
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,13,-93,60.83
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,14,-93,89.47
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,15,-93,98.58
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,16,-93,90.24
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,17,-93,58.62
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,18,-93,7.41
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,19,-90,82.2
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,20,-93,94.44
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,21,-93,29.73
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,22,-93,35.71
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,23,-93,88.55
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,24,-93,82.48
2018-01-12 07:46:20.182,00-17-0d-00-00-38-07-18,,25,-93,99.07
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,11,-93,84.62
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,12,-91,79.61
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,13,-92,81.91
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,14,-89,50.54
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,15,-93,97.17
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,16,-92,99.03
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,17,-90,90.63
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,18,-93,95.96
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,19,-91,93.0
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,20,-90,98.98
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,21,-93,93.52
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,22,-92,94.29
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,23,-89,83.65
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,24,-92,94.85
2018-01-12 07:46:26.387,00-17-0d-00-00-38-04-3b,,25,-92,99.04
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,11,-90,82.11
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,12,-89,88.66
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,13,-91,90.0
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,14,-91,96.84
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,15,-92,96.94
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,16,-90,95.88
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,17,-79,90.29
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,18,-89,89.0
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,19,-93,78.13
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,20,-90,97.89
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,21,-91,96.97
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,22,-90,96.91
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,23,-92,97.12
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,24,-88,93.27
2018-01-12 07:46:32.857,00-17-0d-00-00-38-06-ad,,25,-86,100.0
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,11,-93,90.0
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,12,-93,92.05
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,13,-93,83.59
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,14,-90,94.07
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,15,-93,39.17
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,16,-93,95.24
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,17,-93,92.86
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,18,-93,85.58
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,19,-93,94.23
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,20,-93,97.58
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,21,-93,97.0
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,22,-92,95.19
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,23,-90,13.08
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,24,-93,61.76
2018-01-12 07:48:13.530,00-17-0d-00-00-38-06-45,,25,-91,97.22
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,11,-93,89.58
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,12,-93,77.89
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,13,-89,82.47
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,14,-93,100.0
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,15,-93,100.0
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,16,-93,98.94
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,17,-93,96.77
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,18,-93,77.45
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,19,-93,100.0
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,20,-93,98.97
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,21,-95,97.87
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,22,-93,100.0
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,23,-93,100.0
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,24,-95,91.3
2018-01-12 07:51:08.168,00-17-0d-00-00-38-07-0c,,25,-94,100.0
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,11,-92,83.87
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,12,-93,87.78
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,13,-90,86.46
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,14,-93,95.79
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,15,-95,100.0
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,16,-93,96.88
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,17,-93,98.0
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,18,-93,100.0
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,19,-93,98.99
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,20,-94,100.0
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,21,-95,100.0
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,22,-90,100.0
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,23,-95,94.68
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,24,-95,98.9
2018-01-12 07:51:57.351,00-17-0d-00-00-38-04-25,,25,-95,96.59
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,11,-93,91.67
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,12,-93,90.63
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,13,-93,82.42
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,14,-93,98.97
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,15,-94,98.94
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,16,-87,94.34
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,17,-93,86.46
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,18,-93,62.5
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,19,-93,100.0
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,20,-85,99.01
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,21,-93,96.23
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,22,-93,98.02
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,23,-94,98.88
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,24,-95,98.98
2018-01-12 07:52:16.318,00-17-0d-00-00-38-06-67,,25,-94,98.94
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,11,-93,84.31
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,12,-93,85.39
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,13,-87,85.26
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,14,-91,99.0
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,15,-92,99.08
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,16,-84,92.47
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,17,-93,95.05
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,18,-91,86.79
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,19,-93,33.03
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,20,-93,100.0
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,21,-92,99.09
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,22,-92,98.9
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,23,-93,96.84
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,24,-93,98.97
2018-01-12 07:53:36.800,00-17-0d-00-00-38-06-c9,,25,-91,98.98
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,11,-91,82.11
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,12,-85,87.76
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,13,-89,86.73
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,14,-85,92.63
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,15,-85,98.95
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,16,-85,96.08
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,17,-86,97.03
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,18,-89,95.96
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,19,-90,97.96
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,20,-87,97.87
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,21,-89,96.7
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,22,-82,92.78
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,23,-86,94.68
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,24,-86,96.7
2018-01-12 07:53:59.616,00-17-0d-00-00-38-03-dd,,25,-87,93.62
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,11,-83,93.98
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,12,-87,76.64
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,13,-81,82.29
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,14,-89,91.58
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,15,-87,97.96
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,16,-87,94.17
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,17,-87,84.04
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,18,-87,77.12
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,19,-82,2.34
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,20,-83,92.11
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,21,-84,99.01
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,22,-82,96.55
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,23,-86,90.63
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,24,-88,100.0
2018-01-12 07:55:26.290,00-17-0d-00-00-38-06-d6,,25,-87,99.12
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,11,-83,89.58
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,12,-87,88.17
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,13,-82,84.62
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,14,-88,72.92
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,15,-87,93.0
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,16,-85,94.06
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,17,-81,75.73
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,18,-90,92.63
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,19,-88,95.96
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,20,-88,100.0
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,21,-88,99.03
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,22,-87,97.09
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,23,-87,89.36
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,24,-90,97.89
2018-01-12 08:01:28.338,00-17-0d-00-00-38-05-f1,,25,-86,99.01
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,11,-93,92.78
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,12,-93,81.05
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,13,-93,80.43
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,14,-93,96.04
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,15,-93,99.01
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,16,-93,97.98
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,17,-91,94.9
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,18,-93,93.75
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,19,-93,98.9
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,20,-93,98.98
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,21,-93,100.0
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,22,-93,89.25
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,23,-93,92.71
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,24,-93,98.94
2018-01-12 08:03:22.550,00-17-0d-00-00-38-03-ca,,25,-95,97.85
2018-01-12 08:03:27.690,00-17-0d-00-00-38-00-63,,11,-93,89.51
2018-01-12 08:03:27.690,00-17-0d-00-00-38-00-63,,12,-93,85.87
2018-01-12 08:03:27.690,00-17-0d-00-00-38-00-63,,13,-93,77.67
2018-01-12 08:03:27.690,00-17-0d-00-00-38-00-63,,14,-92,98.06
2018-01-12 08:03:27.690,00-17-0d-00-00-38-00-63,,15,-93,99.17
2018-01-12 08:03:27.690,00-17-0d-00-00-38-00-63,,16,-93,88.03
2018-01-12 08:03:27.690,00-17-0d-00-00-38-00-63,,17,-85,85.11
2018-01-12 08:03:27.690,00-17-0d-00-00-38-00-63,,18,-90,90.2
2018-01-12 08:03:27.690,00-17-0d-00-00-38-00-63,,19,-93,100.0
2018-01-12 08:03:27.690,00-17-0d-00-00-38-00-63,,20,-93,100.0
2018-01-12 08:03:27.690,00-17-0d-00-00-38-00-63,,21,-93,97.8
